Vgs_1.6,Ids_1.6,Vgs_1.6500000000000001,Ids_1.6500000000000001,Vgs_1.7000000000000002,Ids_1.7000000000000002,Vgs_1.7500000000000002,Ids_1.7500000000000002,Vgs_1.8000000000000003,Ids_1.8000000000000003,Vgs_1.8500000000000003,Ids_1.8500000000000003,Vgs_1.9000000000000004,Ids_1.9000000000000004,Vgs_1.9500000000000004,Ids_1.9500000000000004,Vgs_2.0000000000000004,Ids_2.0000000000000004,Vgs_2.0500000000000007,Ids_2.0500000000000007,Vgs_2.1000000000000005,Ids_2.1000000000000005,Vgs_2.1500000000000004,Ids_2.1500000000000004,Vgs_2.2000000000000006,Ids_2.2000000000000006
1.599,0.007,1.65,0.011,1.699,0.018,1.749,0.03,1.8,0.049,1.849,0.078,1.899,0.121,1.95,0.187,2.0,0.278,2.049,0.403,2.099,0.577,2.149,0.805,2.199,1.076
1.599,0.007,1.65,0.011,1.699,0.018,1.749,0.03,1.8,0.048,1.849,0.077,1.899,0.12,1.95,0.185,2.0,0.276,2.049,0.402,2.099,0.57,2.149,0.792,2.199,1.079
1.599,0.007,1.65,0.011,1.699,0.019,1.749,0.03,1.8,0.049,1.849,0.078,1.899,0.122,1.95,0.187,1.999,0.279,2.049,0.406,2.099,0.575,2.149,0.801,2.199,1.072
1.599,0.007,1.65,0.011,1.699,0.018,1.749,0.029,1.8,0.048,1.849,0.077,1.899,0.12,1.95,0.185,2.0,0.276,2.049,0.4,2.099,0.573,2.149,0.789,2.199,1.075
1.599,0.0,1.65,0.011,1.699,0.018,1.749,0.03,1.8,0.048,1.849,0.077,1.899,0.12,1.95,0.185,2.0,0.276,2.049,0.402,2.099,0.57,2.15,0.795,2.199,1.082
1.599,0.007,1.65,0.011,1.699,0.019,1.749,0.03,1.8,0.05,1.849,0.079,1.899,0.122,1.95,0.188,1.999,0.28,2.049,0.405,2.099,0.579,2.149,0.806,2.199,1.079
1.599,0.007,1.65,0.011,1.699,0.018,1.749,0.03,1.8,0.049,1.849,0.078,1.899,0.122,1.95,0.188,2.0,0.28,2.049,0.405,2.099,0.579,2.149,0.797,2.199,1.087
1.599,0.0,1.65,0.012,1.699,0.019,1.749,0.031,1.8,0.05,1.849,0.079,1.899,0.123,1.95,0.189,2.0,0.281,2.049,0.409,2.099,0.58,2.15,0.809,2.199,1.084
1.599,0.007,1.65,0.011,1.699,0.019,1.749,0.03,1.8,0.05,1.849,0.079,1.899,0.124,1.95,0.19,2.0,0.283,2.049,0.41,2.099,0.585,2.15,0.813,2.199,1.088
1.599,0.007,1.65,0.011,1.699,0.018,1.749,0.03,1.8,0.049,1.849,0.078,1.899,0.122,1.95,0.188,1.999,0.279,2.049,0.407,2.099,0.581,2.15,0.799,2.199,1.088
1.599,0.0,1.65,0.011,1.699,0.019,1.749,0.031,1.8,0.049,1.849,0.079,1.899,0.123,1.95,0.19,2.0,0.283,2.049,0.411,2.099,0.582,2.15,0.811,2.199,1.103
1.599,0.008,1.65,0.012,1.699,0.02,1.749,0.032,1.8,0.051,1.849,0.081,1.899,0.126,1.95,0.193,2.0,0.287,2.049,0.414,2.099,0.592,2.149,0.822,2.199,1.098
1.599,0.007,1.65,0.012,1.699,0.019,1.749,0.031,1.8,0.05,1.849,0.08,1.899,0.125,1.95,0.191,1.999,0.285,2.049,0.411,2.099,0.587,2.15,0.807,2.199,1.099
1.599,0.0,1.65,0.012,1.699,0.019,1.749,0.031,1.8,0.05,1.849,0.08,1.899,0.125,1.95,0.191,2.0,0.284,2.049,0.413,2.099,0.59,2.15,0.811,2.199,1.103
1.599,0.008,1.65,0.012,1.699,0.02,1.749,0.031,1.8,0.051,1.849,0.081,1.899,0.126,1.95,0.193,2.0,0.287,2.049,0.415,2.099,0.591,2.15,0.822,2.199,1.099
1.599,0.007,1.65,0.012,1.699,0.019,1.749,0.031,1.8,0.05,1.849,0.08,1.899,0.124,1.95,0.191,2.0,0.285,2.049,0.412,2.099,0.588,2.149,0.808,2.199,1.101
1.599,0.0,1.65,0.012,1.699,0.019,1.749,0.031,1.8,0.051,1.849,0.081,1.899,0.126,1.95,0.193,2.0,0.286,2.049,0.416,2.099,0.588,2.15,0.822,2.199,1.12
1.599,0.008,1.65,0.013,1.699,0.021,1.749,0.033,1.8,0.053,1.849,0.084,1.899,0.13,1.95,0.199,1.999,0.295,2.049,0.425,2.099,0.606,2.15,0.841,2.199,1.123
1.599,0.008,1.65,0.013,1.699,0.02,1.749,0.033,1.8,0.053,1.849,0.084,1.899,0.131,1.95,0.2,2.0,0.296,2.049,0.43,2.099,0.613,2.149,0.84,2.199,1.142
1.599,0.0,1.65,0.013,1.699,0.022,1.749,0.035,1.799,0.056,1.849,0.089,1.899,0.136,1.95,0.208,1.999,0.307,2.049,0.444,2.099,0.623,2.149,0.864,2.199,1.151
1.599,0.008,1.65,0.013,1.699,0.022,1.749,0.035,1.8,0.056,1.849,0.089,1.899,0.137,1.95,0.208,2.0,0.309,2.049,0.444,2.099,0.63,2.15,0.873,2.199,1.161
1.599,0.009,1.65,0.014,1.699,0.022,1.749,0.036,1.8,0.058,1.849,0.09,1.899,0.139,1.95,0.211,1.999,0.311,2.049,0.449,2.099,0.636,2.149,0.866,2.199,1.171
1.599,0.0,1.65,0.014,1.699,0.023,1.749,0.036,1.8,0.058,1.849,0.092,1.899,0.14,1.95,0.213,2.0,0.314,2.049,0.453,2.099,0.635,2.15,0.878,2.199,1.186
1.599,0.009,1.65,0.015,1.699,0.024,1.749,0.038,1.8,0.06,1.849,0.094,1.899,0.144,1.95,0.218,2.0,0.321,2.049,0.459,2.099,0.647,2.149,0.891,2.199,1.181
1.599,0.009,1.65,0.015,1.699,0.023,1.749,0.037,1.8,0.059,1.849,0.092,1.899,0.142,1.95,0.216,1.999,0.316,2.049,0.454,2.099,0.642,2.149,0.876,2.199,1.188
1.599,0.0,1.65,0.015,1.699,0.023,1.749,0.037,1.8,0.059,1.849,0.094,1.899,0.143,1.95,0.216,2.0,0.317,2.049,0.455,2.099,0.637,2.149,0.879,2.199,1.185
1.599,0.009,1.65,0.015,1.699,0.024,1.749,0.037,1.8,0.06,1.849,0.093,1.899,0.142,1.95,0.215,2.0,0.316,2.049,0.452,2.099,0.64,2.149,0.885,2.199,1.176
1.599,0.009,1.65,0.014,1.699,0.023,1.749,0.037,1.8,0.059,1.849,0.092,1.899,0.142,1.95,0.215,1.999,0.316,2.049,0.452,2.099,0.64,2.149,0.872,2.199,1.178
1.599,0.0,1.65,0.014,1.699,0.023,1.749,0.037,1.8,0.059,1.849,0.093,1.899,0.142,1.95,0.215,2.0,0.316,2.049,0.455,2.099,0.637,2.15,0.88,2.199,1.17
1.599,0.009,1.65,0.015,1.699,0.024,1.749,0.037,1.8,0.06,1.849,0.093,1.899,0.143,1.95,0.217,2.0,0.319,2.049,0.46,2.099,0.645,2.149,0.891,2.199,1.183
1.599,0.009,1.65,0.015,1.699,0.023,1.749,0.037,1.8,0.06,1.849,0.093,1.899,0.144,1.95,0.218,2.0,0.321,2.049,0.458,2.099,0.648,2.149,0.884,2.199,1.199
1.599,0.0,1.65,0.015,1.699,0.024,1.749,0.039,1.8,0.062,1.849,0.097,1.899,0.149,1.95,0.224,1.999,0.329,2.049,0.474,2.099,0.662,2.15,0.914,2.199,1.233
1.599,0.011,1.65,0.017,1.699,0.027,1.749,0.042,1.8,0.066,1.849,0.101,1.899,0.154,1.95,0.231,2.0,0.337,2.049,0.479,2.099,0.673,2.15,0.924,2.199,1.222
1.599,0.01,1.65,0.016,1.699,0.025,1.749,0.04,1.8,0.064,1.849,0.099,1.899,0.151,1.95,0.227,2.0,0.332,2.049,0.476,2.099,0.671,2.149,0.911,2.199,1.228
1.599,0.0,1.65,0.016,1.699,0.025,1.749,0.041,1.8,0.064,1.849,0.1,1.899,0.152,1.95,0.229,1.999,0.335,2.049,0.482,2.099,0.672,2.149,0.928,2.199,1.229
1.599,0.011,1.65,0.017,1.699,0.027,1.749,0.043,1.8,0.068,1.849,0.105,1.899,0.159,1.95,0.238,1.999,0.346,2.049,0.49,2.099,0.688,2.149,0.944,2.199,1.246
1.599,0.011,1.65,0.017,1.699,0.027,1.749,0.042,1.8,0.066,1.849,0.103,1.899,0.157,1.95,0.235,2.0,0.343,2.049,0.487,2.099,0.685,2.149,0.928,2.199,1.247
1.599,0.0,1.65,0.017,1.699,0.026,1.749,0.042,1.8,0.066,1.849,0.103,1.899,0.156,1.95,0.235,2.0,0.342,2.049,0.49,2.099,0.682,2.149,0.94,2.199,1.262
1.599,0.011,1.65,0.018,1.699,0.028,1.749,0.044,1.8,0.069,1.849,0.106,1.899,0.16,1.95,0.24,1.999,0.35,2.049,0.495,2.099,0.695,2.149,0.953,2.199,1.255
1.599,0.011,1.65,0.017,1.699,0.027,1.749,0.043,1.8,0.068,1.849,0.104,1.899,0.158,1.95,0.237,1.999,0.0,2.049,0.0,2.099,0.652,2.149,0.887,2.199,1.206
1.599,0.0,1.65,0.016,1.699,0.025,1.749,0.041,1.8,0.064,1.849,0.101,1.899,0.155,1.95,0.234,1.999,0.341,2.049,0.489,2.099,0.681,2.149,0.937,2.199,1.239
1.599,0.012,1.65,0.018,1.699,0.029,1.749,0.045,1.8,0.071,1.849,0.109,1.899,0.164,1.95,0.245,1.999,0.357,2.049,0.504,2.099,0.706,2.149,0.966,2.199,1.271
1.599,0.011,1.65,0.018,1.699,0.028,1.749,0.045,1.799,0.07,1.849,0.108,1.899,0.164,1.95,0.245,2.0,0.355,2.049,0.505,2.099,0.706,2.149,0.952,2.199,1.278
1.599,0.001,1.65,0.019,1.699,0.029,1.749,0.046,1.799,0.072,1.849,0.112,1.899,0.168,1.95,0.25,1.999,0.362,2.049,0.514,2.099,0.711,2.149,0.972,2.199,1.278
1.599,0.013,1.65,0.02,1.699,0.031,1.749,0.048,1.8,0.075,1.849,0.115,1.899,0.172,1.95,0.255,2.0,0.369,2.049,0.52,2.099,0.726,2.15,0.989,2.199,1.299
1.599,0.013,1.65,0.02,1.699,0.031,1.749,0.048,1.8,0.075,1.849,0.115,1.899,0.174,1.95,0.257,2.0,0.373,2.049,0.524,2.099,0.731,2.149,0.982,2.199,1.315
1.599,0.001,1.65,0.02,1.699,0.031,1.749,0.049,1.8,0.076,1.849,0.117,1.899,0.174,1.95,0.259,2.0,0.372,2.049,0.526,2.099,0.725,2.149,0.99,2.199,1.301
1.599,0.012,1.65,0.019,1.699,0.031,1.749,0.048,1.8,0.075,1.849,0.114,1.899,0.171,1.95,0.255,2.0,0.37,2.049,0.521,2.099,0.729,2.15,0.997,2.199,1.308
1.599,0.013,1.65,0.02,1.699,0.031,1.749,0.049,1.8,0.075,1.849,0.115,1.899,0.173,1.95,0.257,1.999,0.371,2.049,0.525,2.099,0.732,2.149,0.985,2.199,1.318
1.599,0.001,1.65,0.02,1.699,0.031,1.749,0.049,1.8,0.076,1.849,0.118,1.899,0.177,1.95,0.262,1.999,0.378,2.049,0.535,2.099,0.736,2.149,1.005,2.199,1.34
1.599,0.014,1.65,0.021,1.699,0.033,1.749,0.051,1.8,0.08,1.849,0.121,1.899,0.181,1.95,0.268,2.0,0.387,2.049,0.543,2.099,0.756,2.149,1.029,2.199,1.347
1.599,0.014,1.65,0.022,1.699,0.034,1.749,0.052,1.8,0.081,1.849,0.123,1.899,0.185,1.95,0.272,1.999,0.39,2.049,0.548,2.099,0.764,2.149,1.023,2.199,1.365
1.599,0.001,1.65,0.023,1.699,0.034,1.749,0.053,1.8,0.082,1.849,0.125,1.899,0.186,1.95,0.274,2.0,0.393,2.049,0.554,2.099,0.76,2.149,1.034,2.199,1.374
1.599,0.015,1.65,0.023,1.699,0.036,1.749,0.055,1.799,0.085,1.849,0.128,1.899,0.189,1.95,0.278,1.999,0.399,2.049,0.556,2.099,0.767,2.149,1.042,2.199,1.364
1.599,0.015,1.65,0.023,1.699,0.035,1.749,0.053,1.8,0.083,1.849,0.125,1.899,0.186,1.95,0.273,1.999,0.393,2.049,0.549,2.099,0.763,2.149,1.022,2.199,1.355
1.599,0.014,1.65,0.022,1.699,0.034,1.749,0.053,1.799,0.082,1.849,0.124,1.899,0.185,1.95,0.273,1.999,0.392,2.049,0.554,2.099,0.768,2.149,1.027,2.199,1.369
1.599,0.001,1.65,0.022,1.699,0.035,1.749,0.053,1.799,0.081,1.849,0.124,1.899,0.184,1.95,0.271,1.999,0.39,2.049,0.549,2.099,0.755,2.149,1.028,2.199,1.346
1.599,0.014,1.65,0.022,1.699,0.033,1.749,0.05,1.799,0.078,1.849,0.119,1.899,0.179,1.95,0.264,1.999,0.381,2.049,0.535,2.099,0.747,2.149,1.005,2.199,1.34
1.599,0.014,1.65,0.021,1.699,0.033,1.749,0.051,1.8,0.079,1.849,0.121,1.899,0.181,1.95,0.268,1.999,0.385,2.049,0.545,2.099,0.749,2.149,1.016,2.199,1.356
1.599,0.015,1.65,0.022,1.699,0.034,1.749,0.052,1.8,0.08,1.849,0.122,1.899,0.182,1.95,0.269,2.0,0.387,2.049,0.546,2.099,0.75,2.15,1.021,2.199,1.338
1.599,0.013,1.65,0.021,1.699,0.032,1.749,0.05,1.799,0.078,1.849,0.118,1.899,0.176,1.95,0.261,1.999,0.376,2.049,0.528,2.099,0.737,2.149,1.004,2.199,1.317
1.599,0.013,1.65,0.02,1.699,0.031,1.749,0.049,1.8,0.076,1.849,0.116,1.899,0.174,1.95,0.259,2.0,0.373,2.049,0.525,2.099,0.732,2.15,0.986,2.199,1.321
1.599,0.001,1.65,0.02,1.699,0.032,1.749,0.048,1.8,0.075,1.849,0.115,1.899,0.173,1.95,0.257,2.0,0.372,2.049,0.526,2.099,0.726,2.15,0.994,2.199,1.306
1.599,0.014,1.65,0.02,1.699,0.032,1.749,0.049,1.8,0.077,1.85,0.117,1.899,0.175,1.95,0.259,2.0,0.374,2.049,0.526,2.099,0.734,2.149,1.002,2.199,1.316
1.599,0.013,1.65,0.02,1.699,0.031,1.749,0.047,1.8,0.074,1.849,0.113,1.899,0.171,1.95,0.253,2.0,0.367,2.049,0.517,2.099,0.724,2.149,0.977,2.199,1.315
1.599,0.001,1.65,0.02,1.699,0.03,1.749,0.048,1.8,0.074,1.849,0.114,1.899,0.171,1.95,0.254,1.999,0.367,2.049,0.522,2.099,0.722,2.149,0.989,2.199,1.324
1.599,0.013,1.65,0.02,1.699,0.031,1.749,0.048,1.8,0.075,1.849,0.114,1.899,0.172,1.95,0.255,1.999,0.369,2.049,0.52,2.099,0.727,2.149,0.994,2.199,1.308
1.599,0.012,1.65,0.02,1.699,0.03,1.749,0.046,1.799,0.073,1.849,0.112,1.899,0.17,1.95,0.252,1.999,0.366,2.049,0.517,2.099,0.726,2.149,0.98,2.199,1.309
1.599,0.013,1.65,0.02,1.699,0.03,1.749,0.048,1.8,0.074,1.849,0.114,1.899,0.17,1.95,0.253,2.0,0.366,2.049,0.52,2.099,0.72,2.15,0.989,2.199,1.328
1.599,0.014,1.65,0.021,1.699,0.032,1.749,0.049,1.8,0.076,1.849,0.117,1.899,0.175,1.95,0.26,1.999,0.377,2.049,0.53,2.099,0.737,2.15,1.008,2.199,1.326
1.599,0.013,1.65,0.021,1.699,0.031,1.749,0.048,1.8,0.076,1.849,0.116,1.899,0.175,1.95,0.259,2.0,0.376,2.049,0.529,2.099,0.74,2.149,0.998,2.199,1.339
1.599,0.013,1.65,0.021,1.699,0.032,1.749,0.05,1.8,0.077,1.849,0.117,1.899,0.176,1.95,0.261,1.999,0.377,2.049,0.535,2.099,0.746,2.149,1.003,2.199,1.344
1.599,0.001,1.65,0.021,1.699,0.033,1.749,0.051,1.8,0.078,1.849,0.119,1.899,0.178,1.95,0.264,1.999,0.381,2.049,0.539,2.099,0.743,2.15,1.017,2.199,1.337
1.599,0.013,1.65,0.021,1.699,0.032,1.749,0.049,1.8,0.077,1.849,0.117,1.899,0.176,1.95,0.26,2.0,0.376,2.049,0.529,2.099,0.74,2.15,0.996,2.199,1.328
1.599,0.013,1.65,0.02,1.699,0.031,1.749,0.049,1.8,0.076,1.849,0.118,1.899,0.177,1.95,0.264,1.999,0.383,2.049,0.546,2.099,0.755,2.149,1.029,2.199,1.383
1.599,0.016,1.65,0.024,1.699,0.037,1.749,0.056,1.8,0.087,1.849,0.133,1.899,0.198,1.95,0.291,2.0,0.42,2.049,0.592,2.099,0.812,2.149,1.104,2.199,1.44
1.599,0.017,1.65,0.027,1.699,0.04,1.749,0.061,1.8,0.095,1.849,0.143,1.899,0.211,1.95,0.309,1.999,0.442,2.049,0.614,2.099,0.85,2.149,1.131,2.199,1.497
1.599,0.02,1.65,0.03,1.699,0.045,1.749,0.068,1.8,0.103,1.849,0.154,1.899,0.227,1.95,0.329,1.999,0.465,2.049,0.65,2.099,0.894,2.149,1.183,2.199,1.568
1.599,0.001,1.65,0.034,1.699,0.051,1.749,0.077,1.8,0.115,1.849,0.171,1.899,0.249,1.95,0.358,1.999,0.505,2.049,0.7,2.099,0.942,2.149,1.263,2.199,1.625
1.599,0.029,1.65,0.041,1.699,0.061,1.749,0.089,1.8,0.133,1.849,0.193,1.899,0.276,1.95,0.393,2.0,0.548,2.049,0.744,2.099,1.009,2.149,1.341,2.199,1.716
1.599,0.03,1.65,0.045,1.699,0.065,1.749,0.097,1.8,0.141,1.849,0.205,1.899,0.294,1.95,0.417,2.0,0.58,2.049,0.784,2.099,1.058,2.149,1.375,2.199,1.794
1.599,0.001,1.65,0.052,1.699,0.074,1.749,0.108,1.8,0.156,1.849,0.224,1.899,0.318,1.95,0.446,1.999,0.611,2.049,0.831,2.099,1.098,2.149,1.448,2.199,1.84
1.599,0.038,1.65,0.055,1.699,0.08,1.749,0.114,1.8,0.167,1.849,0.238,1.899,0.336,1.95,0.469,2.0,0.644,2.049,0.859,2.099,1.148,2.149,1.507,2.199,1.905
1.599,0.043,1.65,0.062,1.699,0.088,1.749,0.127,1.8,0.182,1.849,0.258,1.899,0.361,1.95,0.502,2.0,0.679,2.049,0.908,2.099,1.207,2.149,1.549,2.199,1.998
1.599,0.001,1.65,0.072,1.699,0.101,1.749,0.144,1.8,0.203,1.849,0.286,1.899,0.397,1.95,0.546,2.0,0.732,2.049,0.976,2.099,1.267,2.15,1.646,2.199,2.108
1.599,0.064,1.65,0.086,1.699,0.12,1.749,0.165,1.8,0.232,1.849,0.319,1.899,0.437,1.95,0.593,2.0,0.795,2.049,1.039,2.099,1.364,2.149,1.76,2.199,2.189
1.599,0.069,1.65,0.096,1.699,0.13,1.749,0.179,1.8,0.251,1.849,0.344,1.899,0.47,1.95,0.637,2.0,0.85,2.049,1.104,2.099,1.442,2.15,1.818,2.199,2.309
1.599,0.082,1.65,0.112,1.699,0.15,1.749,0.206,1.8,0.28,1.849,0.381,1.899,0.513,1.95,0.688,2.0,0.902,2.049,1.179,2.099,1.526,2.149,1.91,2.199,2.41
1.599,0.1,1.65,0.128,1.699,0.174,1.749,0.232,1.8,0.313,1.849,0.423,1.899,0.565,1.95,0.748,2.0,0.984,2.049,1.277,2.099,1.615,2.15,2.053,2.199,2.519
1.599,0.109,1.65,0.146,1.699,0.191,1.749,0.254,1.8,0.344,1.849,0.459,1.899,0.609,1.95,0.802,2.0,1.047,2.049,1.334,2.099,1.711,2.15,2.122,2.199,2.658
1.599,0.13,1.65,0.172,1.699,0.223,1.749,0.297,1.8,0.393,1.849,0.521,1.899,0.683,1.95,0.894,2.0,1.144,2.049,1.468,2.099,1.861,2.149,2.289,2.199,2.848
1.599,0.005,1.65,0.212,1.699,0.277,1.749,0.356,1.8,0.463,1.849,0.604,1.899,0.783,1.95,1.004,1.999,1.285,2.049,1.63,2.099,2.018,2.149,2.52,2.199,3.04
1.599,0.201,1.65,0.248,1.699,0.319,1.749,0.407,1.8,0.53,1.849,0.681,1.899,0.874,1.95,1.11,1.999,1.406,2.049,1.743,2.099,2.185,2.149,2.652,2.199,3.2
1.599,0.238,1.65,0.301,1.699,0.373,1.749,0.478,1.8,0.609,1.849,0.778,1.899,0.985,1.95,1.252,1.999,1.554,2.049,1.943,2.099,2.368,2.149,2.919,2.199,3.2
1.599,0.283,1.65,0.342,1.699,0.431,1.749,0.535,1.799,0.675,1.849,0.854,1.899,1.079,1.95,1.348,1.999,1.688,2.049,2.096,2.099,2.54,2.149,3.106,2.199,3.2
1.599,0.3,1.65,0.376,1.699,0.461,1.749,0.575,1.799,0.729,1.849,0.919,1.899,1.15,1.95,1.445,1.999,1.797,2.049,2.187,2.099,2.694,2.149,3.2,2.199,3.2
1.599,0.332,1.65,0.415,1.699,0.51,1.749,0.642,1.8,0.803,1.849,1.006,1.899,1.25,1.95,1.562,1.999,1.91,2.049,2.353,2.099,2.824,2.149,3.2,2.199,3.2
1.599,0.358,1.65,0.432,1.699,0.541,1.749,0.671,1.8,0.837,1.849,1.046,1.899,1.308,1.95,1.612,1.999,1.995,2.049,2.452,2.099,2.94,2.149,3.2,2.199,3.2
1.599,0.367,1.65,0.458,1.699,0.558,1.749,0.692,1.799,0.867,1.849,1.086,1.899,1.344,1.95,1.673,2.0,2.063,2.049,2.487,2.099,3.047,2.15,3.2,2.199,3.2
1.599,0.384,1.65,0.478,1.699,0.587,1.749,0.734,1.8,0.916,1.849,1.144,1.899,1.409,1.95,1.75,2.0,2.125,2.049,2.604,2.099,3.17,2.149,3.2,2.199,3.2
1.599,0.416,1.65,0.502,1.699,0.625,1.749,0.769,1.8,0.956,1.849,1.182,1.899,1.466,1.95,1.793,2.0,2.205,2.049,2.645,2.099,3.203,2.15,3.2,2.199,3.2
1.599,0.409,1.65,0.509,1.699,0.624,1.749,0.773,1.8,0.964,1.849,1.197,1.899,1.479,1.95,1.809,2.0,2.223,2.049,2.665,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.409,1.65,0.51,1.699,0.626,1.749,0.779,1.8,0.969,1.849,1.203,1.899,1.487,1.95,1.841,2.0,2.228,2.049,2.729,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.44,1.65,0.531,1.699,0.656,1.749,0.802,1.8,0.994,1.849,1.228,1.899,1.518,1.95,1.856,2.0,2.283,2.049,2.789,2.099,3.2,2.15,3.2,2.199,3.2
1.6,0.432,1.65,0.537,1.699,0.658,1.749,0.812,1.8,1.009,1.849,1.251,1.899,1.534,1.95,1.899,2.0,2.336,2.049,2.797,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.436,1.65,0.544,1.699,0.669,1.749,0.829,1.8,1.029,1.85,1.275,1.899,1.562,1.95,1.933,2.0,2.33,2.049,2.853,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.025,1.65,0.555,1.699,0.687,1.749,0.845,1.8,1.05,1.85,1.295,1.899,1.603,1.95,1.955,2.0,2.4,2.049,2.926,2.099,3.2,2.15,3.2,2.199,3.2
1.6,0.454,1.65,0.564,1.699,0.686,1.749,0.845,1.8,1.049,1.85,1.302,1.899,1.596,1.95,1.966,2.0,2.415,2.049,2.887,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.026,1.65,0.565,1.699,0.691,1.749,0.856,1.8,1.064,1.849,1.312,1.899,1.614,1.95,1.997,2.0,2.406,2.049,2.938,2.099,3.2,2.15,3.2,2.199,3.2
1.6,0.475,1.65,0.577,1.699,0.714,1.749,0.88,1.8,1.089,1.85,1.337,1.899,1.654,1.95,2.01,2.0,2.468,2.049,3.004,2.099,3.2,2.15,3.2,2.199,3.2
1.6,0.468,1.65,0.578,1.699,0.706,1.749,0.865,1.8,1.072,1.85,1.33,1.899,1.629,1.95,2.003,2.0,2.458,2.049,2.939,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.46,1.65,0.572,1.699,0.702,1.749,0.87,1.8,1.081,1.85,1.331,1.899,1.639,1.95,2.027,2.0,2.446,2.049,2.984,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.482,1.65,0.585,1.699,0.724,1.749,0.893,1.8,1.108,1.85,1.362,1.899,1.682,1.95,2.045,2.0,2.514,2.049,3.061,2.099,3.2,2.15,3.2,2.199,3.2
1.6,0.482,1.65,0.598,1.699,0.727,1.749,0.898,1.8,1.114,1.85,1.38,1.899,1.684,1.95,2.081,2.0,2.549,2.049,3.041,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.029,1.65,0.592,1.699,0.726,1.749,0.896,1.8,1.113,1.849,1.37,1.899,1.685,1.95,2.079,2.0,2.505,2.049,3.058,2.099,3.2,2.15,3.2,2.199,3.2
1.6,0.486,1.65,0.593,1.699,0.733,1.749,0.904,1.8,1.121,1.85,1.379,1.899,1.703,1.95,2.072,2.0,2.544,2.049,3.039,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.479,1.65,0.597,1.699,0.732,1.749,0.906,1.8,1.114,1.85,1.38,1.899,1.684,1.95,2.079,2.0,2.502,2.049,3.055,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.022,1.65,0.592,1.699,0.725,1.749,0.899,1.8,1.118,1.85,1.378,1.899,1.703,1.95,2.073,2.0,2.533,2.049,3.09,2.099,3.2,2.15,3.2,2.199,3.2
1.6,0.492,1.65,0.598,1.699,0.739,1.749,0.909,1.8,1.124,1.85,1.391,1.899,1.71,1.95,2.071,2.0,2.54,2.049,3.033,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.472,1.65,0.587,1.699,0.721,1.749,0.895,1.8,1.113,1.85,1.381,1.899,1.688,1.95,2.081,2.0,2.506,2.049,3.062,2.099,3.2,2.15,3.2,2.199,3.2
1.6,0.494,1.65,0.598,1.699,0.74,1.749,0.912,1.8,1.128,1.85,1.385,1.899,1.711,1.95,2.082,2.0,2.56,2.049,3.122,2.099,3.2,2.15,3.2,2.199,3.2
1.6,0.497,1.65,0.617,1.699,0.754,1.749,0.929,1.8,1.149,1.849,1.425,1.899,1.739,1.95,2.135,2.0,2.621,2.049,3.13,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.492,1.65,0.607,1.699,0.742,1.749,0.915,1.8,1.135,1.85,1.394,1.899,1.714,1.95,2.109,2.0,2.537,2.049,3.104,2.099,3.2,2.15,3.2,2.199,3.2
1.6,0.503,1.65,0.611,1.699,0.756,1.749,0.928,1.8,1.148,1.85,1.413,1.899,1.745,1.95,2.118,2.0,2.605,2.049,3.179,2.099,3.2,2.15,3.2,2.199,3.2
1.6,0.51,1.65,0.623,1.699,0.769,1.749,0.947,1.8,1.17,1.85,1.45,1.899,1.767,1.95,2.184,2.0,2.676,2.049,3.192,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.504,1.65,0.626,1.699,0.77,1.749,0.953,1.8,1.182,1.85,1.463,1.899,1.784,1.95,2.203,2.0,2.643,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.029,1.65,0.629,1.699,0.778,1.749,0.958,1.8,1.187,1.85,1.457,1.899,1.8,1.95,2.182,2.0,2.68,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.6,0.522,1.65,0.647,1.699,0.792,1.749,0.973,1.8,1.199,1.85,1.482,1.899,1.804,1.95,2.229,2.0,2.729,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.033,1.65,0.637,1.699,0.78,1.749,0.964,1.8,1.193,1.85,1.463,1.899,1.803,1.95,2.228,2.0,2.678,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.599,0.526,1.65,0.642,1.699,0.795,1.749,0.982,1.8,1.216,1.85,1.491,1.899,1.84,1.95,2.227,2.0,2.73,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
1.6,0.531,1.65,0.657,1.699,0.807,1.749,0.991,1.8,1.224,1.85,1.512,1.899,1.843,1.95,2.278,2.0,2.793,2.049,3.2,2.099,3.2,2.15,3.2,2.199,3.2
