Vgs_1.6,Ids_1.6,Vgs_1.6500000000000001,Ids_1.6500000000000001,Vgs_1.7000000000000002,Ids_1.7000000000000002,Vgs_1.7500000000000002,Ids_1.7500000000000002,Vgs_1.8000000000000003,Ids_1.8000000000000003,Vgs_1.8500000000000003,Ids_1.8500000000000003,Vgs_1.9000000000000004,Ids_1.9000000000000004,Vgs_1.9500000000000004,Ids_1.9500000000000004,Vgs_2.0000000000000004,Ids_2.0000000000000004,Vgs_2.0500000000000007,Ids_2.0500000000000007,Vgs_2.1000000000000005,Ids_2.1000000000000005,Vgs_2.1500000000000004,Ids_2.1500000000000004,Vgs_2.2000000000000006,Ids_2.2000000000000006
1.599,0.0,1.65,0.004,1.699,0.007,1.749,0.013,1.8,0.023,1.85,0.039,1.899,0.065,1.95,0.105,2.0,0.165,2.049,0.249,2.099,0.365,2.15,0.517,2.199,0.709
1.6,0.002,1.65,0.004,1.699,0.007,1.749,0.013,1.8,0.023,1.85,0.039,1.899,0.065,1.95,0.105,2.0,0.165,2.049,0.249,2.099,0.366,2.15,0.519,2.199,0.709
1.599,0.002,1.65,0.004,1.699,0.007,1.749,0.013,1.8,0.023,1.85,0.039,1.899,0.065,1.95,0.106,2.0,0.165,2.049,0.249,2.099,0.366,2.15,0.517,2.199,0.71
1.599,0.0,1.65,0.004,1.699,0.007,1.749,0.013,1.8,0.023,1.85,0.039,1.899,0.065,1.95,0.106,2.0,0.166,2.049,0.25,2.099,0.367,2.15,0.52,2.199,0.712
1.6,0.002,1.65,0.004,1.699,0.007,1.749,0.013,1.8,0.023,1.85,0.039,1.899,0.065,1.95,0.106,2.0,0.166,2.049,0.251,2.099,0.368,2.15,0.521,2.199,0.712
1.6,0.002,1.65,0.004,1.699,0.007,1.749,0.013,1.8,0.023,1.85,0.039,1.899,0.065,1.95,0.106,2.0,0.166,2.049,0.25,2.099,0.368,2.15,0.52,2.199,0.713
1.599,0.0,1.65,0.004,1.699,0.007,1.749,0.013,1.8,0.023,1.85,0.039,1.899,0.065,1.95,0.106,2.0,0.166,2.049,0.251,2.099,0.368,2.15,0.522,2.199,0.715
1.6,0.002,1.65,0.004,1.699,0.007,1.749,0.013,1.8,0.023,1.85,0.039,1.899,0.065,1.95,0.107,2.0,0.167,2.049,0.252,2.099,0.37,2.15,0.524,2.199,0.716
1.6,0.002,1.65,0.004,1.699,0.007,1.749,0.013,1.8,0.023,1.85,0.039,1.899,0.066,1.95,0.107,2.0,0.167,2.049,0.252,2.099,0.37,2.15,0.523,2.199,0.717
1.599,0.002,1.65,0.004,1.699,0.007,1.749,0.013,1.8,0.023,1.85,0.039,1.899,0.066,1.95,0.107,2.0,0.167,2.049,0.252,2.099,0.37,2.15,0.524,2.199,0.719
1.6,0.002,1.65,0.004,1.699,0.007,1.749,0.013,1.8,0.023,1.85,0.04,1.899,0.066,1.95,0.107,2.0,0.168,2.049,0.254,2.099,0.372,2.15,0.526,2.199,0.719
1.6,0.002,1.65,0.004,1.699,0.007,1.749,0.013,1.8,0.023,1.85,0.04,1.899,0.066,1.95,0.107,2.0,0.168,2.049,0.253,2.099,0.372,2.15,0.525,2.199,0.72
1.599,0.002,1.65,0.004,1.699,0.007,1.749,0.013,1.8,0.023,1.85,0.04,1.899,0.066,1.95,0.108,2.0,0.168,2.049,0.254,2.099,0.372,2.15,0.526,2.199,0.721
1.599,0.0,1.65,0.004,1.699,0.008,1.749,0.013,1.8,0.023,1.85,0.04,1.899,0.066,1.95,0.108,2.0,0.168,2.049,0.254,2.099,0.372,2.15,0.527,2.199,0.72
1.6,0.002,1.65,0.004,1.699,0.007,1.749,0.013,1.8,0.023,1.85,0.04,1.899,0.066,1.95,0.107,2.0,0.168,2.049,0.253,2.099,0.372,2.15,0.526,2.199,0.721
1.599,0.002,1.65,0.004,1.699,0.007,1.749,0.013,1.8,0.023,1.85,0.04,1.899,0.066,1.95,0.108,2.0,0.168,2.049,0.254,2.099,0.372,2.15,0.527,2.199,0.723
1.6,0.002,1.65,0.004,1.699,0.008,1.749,0.013,1.8,0.023,1.85,0.04,1.899,0.066,1.95,0.108,2.0,0.169,2.049,0.255,2.099,0.374,2.15,0.53,2.199,0.724
1.6,0.002,1.65,0.004,1.699,0.008,1.749,0.013,1.8,0.023,1.85,0.04,1.899,0.066,1.95,0.108,2.0,0.169,2.049,0.255,2.099,0.374,2.15,0.528,2.199,0.724
1.599,0.002,1.65,0.004,1.699,0.008,1.749,0.013,1.8,0.023,1.85,0.04,1.899,0.067,1.95,0.108,2.0,0.169,2.049,0.255,2.099,0.375,2.15,0.529,2.199,0.726
1.6,0.002,1.65,0.004,1.699,0.008,1.749,0.013,1.8,0.023,1.85,0.04,1.899,0.067,1.95,0.108,2.0,0.169,2.049,0.256,2.099,0.375,2.15,0.531,2.199,0.725
1.6,0.002,1.65,0.004,1.699,0.008,1.749,0.013,1.8,0.023,1.85,0.04,1.899,0.066,1.95,0.108,2.0,0.169,2.049,0.255,2.099,0.375,2.15,0.529,2.199,0.727
1.599,0.002,1.65,0.004,1.699,0.008,1.749,0.013,1.8,0.023,1.85,0.04,1.899,0.067,1.95,0.108,2.0,0.169,2.049,0.256,2.099,0.375,2.15,0.53,2.199,0.728
1.6,0.002,1.65,0.004,1.699,0.008,1.749,0.013,1.8,0.023,1.85,0.04,1.899,0.067,1.95,0.109,2.0,0.17,2.049,0.257,2.099,0.376,2.15,0.533,2.199,0.728
1.6,0.002,1.65,0.004,1.699,0.008,1.749,0.013,1.8,0.023,1.85,0.04,1.899,0.067,1.95,0.109,2.0,0.17,2.049,0.257,2.099,0.377,2.15,0.532,2.199,0.731
1.599,0.0,1.65,0.004,1.699,0.008,1.749,0.014,1.8,0.024,1.85,0.041,1.899,0.067,1.95,0.109,2.0,0.171,2.049,0.257,2.099,0.377,2.15,0.533,2.199,0.732
1.6,0.002,1.65,0.004,1.699,0.008,1.749,0.014,1.8,0.024,1.85,0.041,1.899,0.068,1.95,0.11,2.0,0.172,2.049,0.259,2.099,0.379,2.15,0.537,2.199,0.733
1.6,0.002,1.65,0.004,1.699,0.008,1.749,0.014,1.8,0.024,1.85,0.041,1.899,0.068,1.95,0.11,2.0,0.172,2.049,0.258,2.099,0.379,2.15,0.538,2.199,0.735
1.599,0.003,1.65,0.004,1.699,0.008,1.749,0.014,1.8,0.024,1.85,0.041,1.899,0.068,1.95,0.11,2.0,0.172,2.049,0.259,2.099,0.38,2.15,0.536,2.199,0.736
1.599,0.0,1.65,0.004,1.699,0.008,1.749,0.014,1.8,0.024,1.85,0.041,1.899,0.068,1.95,0.11,2.0,0.172,2.049,0.259,2.099,0.38,2.15,0.538,2.199,0.735
1.6,0.003,1.65,0.004,1.699,0.008,1.749,0.014,1.8,0.024,1.85,0.041,1.899,0.068,1.95,0.11,2.0,0.172,2.049,0.259,2.099,0.38,2.15,0.536,2.199,0.735
1.599,0.003,1.65,0.004,1.699,0.008,1.749,0.014,1.8,0.024,1.85,0.041,1.899,0.068,1.95,0.11,2.0,0.172,2.049,0.26,2.099,0.38,2.15,0.538,2.199,0.739
1.6,0.003,1.65,0.004,1.699,0.008,1.749,0.014,1.8,0.024,1.85,0.041,1.899,0.068,1.95,0.111,2.0,0.173,2.049,0.26,2.099,0.381,2.15,0.54,2.199,0.737
1.6,0.003,1.65,0.004,1.699,0.008,1.749,0.014,1.8,0.024,1.85,0.041,1.899,0.068,1.95,0.111,2.0,0.173,2.049,0.261,2.099,0.383,2.15,0.542,2.199,0.741
1.599,0.003,1.65,0.004,1.699,0.008,1.749,0.014,1.8,0.024,1.85,0.041,1.899,0.069,1.95,0.111,2.0,0.173,2.049,0.262,2.099,0.384,2.15,0.541,2.199,0.743
1.599,0.0,1.65,0.004,1.699,0.008,1.749,0.014,1.8,0.024,1.85,0.042,1.899,0.069,1.95,0.112,2.0,0.174,2.049,0.263,2.099,0.384,2.15,0.544,2.199,0.742
1.6,0.003,1.65,0.004,1.699,0.008,1.749,0.014,1.8,0.024,1.85,0.041,1.899,0.069,1.95,0.112,2.0,0.174,2.049,0.262,2.099,0.384,2.15,0.544,2.199,0.743
1.599,0.003,1.65,0.004,1.699,0.008,1.749,0.014,1.8,0.024,1.85,0.041,1.899,0.069,1.95,0.111,2.0,0.174,2.049,0.262,2.099,0.384,2.15,0.542,2.199,0.744
1.599,0.0,1.65,0.004,1.699,0.008,1.749,0.014,1.8,0.024,1.85,0.042,1.899,0.069,1.95,0.112,2.0,0.175,2.049,0.263,2.099,0.385,2.15,0.545,2.199,0.745
1.6,0.003,1.65,0.004,1.699,0.008,1.749,0.014,1.8,0.024,1.85,0.042,1.899,0.069,1.95,0.112,2.0,0.174,2.049,0.262,2.099,0.385,2.15,0.545,2.199,0.745
1.599,0.003,1.65,0.004,1.699,0.008,1.749,0.014,1.8,0.024,1.85,0.042,1.899,0.069,1.95,0.112,2.0,0.174,2.049,0.263,2.099,0.385,2.15,0.544,2.199,0.747
1.599,0.0,1.65,0.005,1.699,0.008,1.749,0.014,1.8,0.024,1.85,0.042,1.899,0.069,1.95,0.112,2.0,0.175,2.049,0.264,2.099,0.386,2.15,0.547,2.199,0.747
1.6,0.003,1.65,0.004,1.699,0.008,1.749,0.014,1.8,0.025,1.85,0.042,1.899,0.07,1.95,0.113,2.0,0.175,2.049,0.264,2.099,0.386,2.15,0.545,2.199,0.748
1.599,0.003,1.65,0.005,1.699,0.008,1.749,0.014,1.8,0.024,1.85,0.042,1.899,0.069,1.95,0.112,2.0,0.175,2.049,0.264,2.099,0.387,2.15,0.546,2.199,0.749
1.599,0.0,1.65,0.005,1.699,0.008,1.749,0.014,1.8,0.024,1.85,0.042,1.899,0.069,1.95,0.113,2.0,0.175,2.049,0.265,2.099,0.387,2.15,0.548,2.199,0.749
1.6,0.003,1.65,0.005,1.699,0.008,1.749,0.014,1.8,0.025,1.85,0.042,1.899,0.07,1.95,0.113,2.0,0.176,2.049,0.264,2.099,0.388,2.15,0.547,2.199,0.75
1.599,0.003,1.65,0.005,1.699,0.008,1.749,0.014,1.8,0.025,1.85,0.042,1.899,0.07,1.95,0.113,2.0,0.176,2.049,0.265,2.099,0.388,2.15,0.549,2.199,0.754
1.6,0.003,1.65,0.005,1.699,0.008,1.749,0.014,1.8,0.025,1.85,0.042,1.899,0.07,1.95,0.114,2.0,0.177,2.049,0.266,2.099,0.389,2.15,0.552,2.199,0.757
1.6,0.003,1.65,0.005,1.699,0.008,1.749,0.014,1.8,0.025,1.85,0.043,1.899,0.07,1.95,0.114,2.0,0.178,2.049,0.267,2.099,0.391,2.15,0.554,2.199,0.756
1.599,0.003,1.65,0.005,1.699,0.008,1.749,0.014,1.8,0.025,1.85,0.043,1.899,0.07,1.95,0.114,2.0,0.178,2.049,0.267,2.099,0.391,2.15,0.552,2.199,0.758
1.599,0.0,1.65,0.005,1.699,0.008,1.749,0.014,1.8,0.025,1.85,0.043,1.899,0.071,1.95,0.114,2.0,0.178,2.049,0.268,2.099,0.392,2.15,0.554,2.199,0.761
1.6,0.003,1.65,0.005,1.699,0.008,1.749,0.015,1.8,0.025,1.85,0.043,1.899,0.071,1.95,0.115,2.0,0.179,2.049,0.269,2.099,0.395,2.15,0.559,2.199,0.762
1.599,0.003,1.65,0.005,1.699,0.008,1.749,0.015,1.8,0.025,1.85,0.043,1.899,0.072,1.95,0.116,2.0,0.18,2.049,0.271,2.099,0.396,2.15,0.558,2.199,0.765
1.599,0.0,1.65,0.005,1.699,0.008,1.749,0.015,1.8,0.026,1.85,0.044,1.899,0.072,1.95,0.116,2.0,0.181,2.049,0.271,2.099,0.396,2.15,0.56,2.199,0.764
1.6,0.003,1.65,0.005,1.699,0.008,1.749,0.015,1.8,0.026,1.85,0.043,1.899,0.072,1.95,0.116,2.0,0.18,2.049,0.271,2.099,0.397,2.15,0.558,2.199,0.766
1.599,0.003,1.65,0.005,1.699,0.008,1.749,0.015,1.8,0.026,1.85,0.044,1.899,0.072,1.95,0.116,2.0,0.18,2.049,0.271,2.099,0.396,2.15,0.56,2.199,0.768
1.6,0.003,1.65,0.005,1.699,0.008,1.749,0.015,1.8,0.026,1.85,0.044,1.899,0.072,1.95,0.116,2.0,0.18,2.049,0.271,2.099,0.396,2.15,0.561,2.199,0.764
1.6,0.003,1.65,0.005,1.699,0.008,1.749,0.015,1.8,0.026,1.85,0.044,1.899,0.072,1.95,0.116,2.0,0.181,2.049,0.271,2.099,0.398,2.15,0.562,2.199,0.767
1.6,0.003,1.65,0.005,1.699,0.008,1.749,0.015,1.8,0.026,1.85,0.044,1.899,0.072,1.95,0.117,2.0,0.181,2.049,0.272,2.099,0.399,2.15,0.562,2.199,0.771
1.599,0.003,1.65,0.005,1.699,0.009,1.749,0.015,1.8,0.026,1.85,0.044,1.899,0.073,1.95,0.117,2.0,0.182,2.049,0.274,2.099,0.401,2.15,0.564,2.199,0.773
1.599,0.0,1.65,0.005,1.699,0.009,1.749,0.015,1.8,0.026,1.849,0.044,1.899,0.073,1.95,0.118,2.0,0.183,2.049,0.274,2.099,0.4,2.15,0.565,2.199,0.774
1.6,0.003,1.65,0.005,1.699,0.009,1.749,0.015,1.8,0.026,1.85,0.044,1.899,0.073,1.95,0.118,2.0,0.183,2.049,0.274,2.099,0.4,2.15,0.566,2.199,0.772
1.6,0.003,1.65,0.005,1.699,0.009,1.749,0.015,1.8,0.026,1.85,0.044,1.899,0.073,1.95,0.118,2.0,0.183,2.049,0.274,2.099,0.402,2.15,0.566,2.199,0.774
1.599,0.003,1.65,0.005,1.699,0.009,1.749,0.015,1.8,0.026,1.85,0.044,1.899,0.073,1.95,0.118,2.0,0.183,2.049,0.276,2.099,0.402,2.15,0.568,2.199,0.779
1.599,0.0,1.65,0.005,1.699,0.009,1.749,0.015,1.8,0.026,1.85,0.045,1.899,0.074,1.95,0.119,2.0,0.184,2.049,0.276,2.099,0.404,2.15,0.57,2.199,0.777
1.6,0.003,1.65,0.005,1.699,0.009,1.749,0.015,1.8,0.026,1.85,0.045,1.899,0.074,1.95,0.119,2.0,0.184,2.049,0.275,2.099,0.403,2.15,0.567,2.199,0.778
1.599,0.003,1.65,0.005,1.699,0.009,1.749,0.015,1.8,0.026,1.85,0.045,1.899,0.073,1.95,0.118,2.0,0.184,2.049,0.276,2.099,0.404,2.15,0.568,2.199,0.779
1.599,0.0,1.65,0.005,1.699,0.009,1.749,0.015,1.8,0.026,1.85,0.045,1.899,0.074,1.95,0.119,2.0,0.184,2.049,0.277,2.099,0.404,2.15,0.571,2.199,0.783
1.6,0.003,1.65,0.005,1.699,0.009,1.749,0.015,1.8,0.027,1.85,0.045,1.899,0.074,1.95,0.12,2.0,0.186,2.049,0.278,2.099,0.407,2.15,0.574,2.199,0.782
1.599,0.003,1.65,0.005,1.699,0.009,1.749,0.015,1.8,0.027,1.85,0.045,1.899,0.074,1.95,0.119,2.0,0.184,2.049,0.277,2.099,0.405,2.15,0.569,2.199,0.781
1.599,0.0,1.65,0.005,1.699,0.009,1.749,0.015,1.8,0.026,1.85,0.045,1.899,0.074,1.95,0.119,2.0,0.185,2.049,0.277,2.099,0.404,2.15,0.572,2.199,0.784
1.6,0.003,1.65,0.005,1.699,0.009,1.749,0.015,1.8,0.027,1.85,0.045,1.899,0.074,1.95,0.12,2.0,0.186,2.049,0.279,2.099,0.408,2.15,0.577,2.199,0.786
1.599,0.003,1.65,0.005,1.699,0.009,1.749,0.015,1.8,0.027,1.85,0.046,1.899,0.075,1.95,0.121,2.0,0.187,2.049,0.28,2.099,0.409,2.15,0.575,2.199,0.788
1.599,0.0,1.65,0.005,1.699,0.009,1.749,0.016,1.8,0.027,1.85,0.046,1.899,0.075,1.95,0.121,2.0,0.187,2.049,0.28,2.099,0.408,2.15,0.576,2.199,0.79
1.599,0.003,1.65,0.005,1.699,0.009,1.749,0.016,1.8,0.027,1.85,0.046,1.899,0.075,1.95,0.121,2.0,0.187,2.049,0.28,2.099,0.408,2.15,0.577,2.199,0.786
1.6,0.003,1.65,0.005,1.699,0.009,1.749,0.015,1.8,0.027,1.85,0.045,1.899,0.075,1.95,0.12,2.0,0.186,2.049,0.279,2.099,0.408,2.15,0.574,2.199,0.787
1.599,0.003,1.65,0.005,1.699,0.009,1.749,0.015,1.8,0.027,1.85,0.045,1.899,0.074,1.95,0.12,2.0,0.186,2.049,0.279,2.099,0.406,2.15,0.574,2.199,0.787
1.6,0.003,1.65,0.005,1.699,0.009,1.749,0.015,1.8,0.027,1.85,0.045,1.899,0.075,1.95,0.121,2.0,0.187,2.049,0.28,2.099,0.408,2.15,0.577,2.199,0.786
1.599,0.003,1.65,0.005,1.699,0.009,1.749,0.016,1.8,0.027,1.85,0.046,1.899,0.075,1.95,0.121,2.0,0.187,2.049,0.28,2.099,0.41,2.15,0.58,2.199,0.79
1.599,0.003,1.65,0.005,1.699,0.009,1.749,0.016,1.8,0.027,1.85,0.045,1.899,0.075,1.95,0.121,2.0,0.187,2.049,0.28,2.099,0.41,2.15,0.576,2.199,0.791
1.599,0.0,1.65,0.005,1.699,0.009,1.749,0.016,1.8,0.027,1.85,0.046,1.899,0.075,1.95,0.121,2.0,0.188,2.049,0.282,2.099,0.411,2.15,0.581,2.199,0.796
1.6,0.003,1.65,0.005,1.699,0.009,1.749,0.016,1.8,0.027,1.85,0.046,1.899,0.076,1.95,0.122,2.0,0.189,2.049,0.283,2.099,0.412,2.15,0.583,2.199,0.794
1.6,0.003,1.65,0.005,1.699,0.009,1.749,0.016,1.8,0.027,1.85,0.046,1.899,0.075,1.95,0.121,2.0,0.188,2.049,0.281,2.099,0.411,2.15,0.578,2.199,0.792
1.599,0.003,1.65,0.005,1.699,0.009,1.749,0.016,1.8,0.027,1.85,0.046,1.899,0.075,1.95,0.121,2.0,0.187,2.049,0.281,2.099,0.411,2.15,0.578,2.199,0.794
1.599,0.0,1.65,0.005,1.699,0.009,1.749,0.016,1.8,0.027,1.85,0.046,1.899,0.076,1.95,0.122,2.0,0.189,2.049,0.283,2.099,0.413,2.15,0.584,2.199,0.796
1.6,0.003,1.65,0.005,1.699,0.009,1.749,0.016,1.8,0.027,1.85,0.046,1.899,0.076,1.95,0.122,2.0,0.189,2.049,0.283,2.099,0.414,2.15,0.582,2.199,0.799
1.599,0.0,1.65,0.005,1.699,0.009,1.749,0.016,1.8,0.028,1.85,0.047,1.899,0.076,1.95,0.123,2.0,0.19,2.049,0.284,2.099,0.414,2.15,0.585,2.199,0.801
1.6,0.003,1.65,0.005,1.699,0.009,1.749,0.016,1.8,0.028,1.85,0.047,1.899,0.076,1.95,0.123,2.0,0.19,2.049,0.284,2.099,0.414,2.15,0.585,2.199,0.796
1.6,0.003,1.65,0.005,1.699,0.009,1.749,0.016,1.8,0.027,1.85,0.046,1.899,0.076,1.95,0.122,2.0,0.189,2.049,0.283,2.099,0.414,2.15,0.582,2.199,0.797
1.599,0.003,1.65,0.005,1.699,0.009,1.749,0.016,1.8,0.028,1.849,0.046,1.899,0.076,1.95,0.122,2.0,0.19,2.049,0.284,2.099,0.414,2.15,0.585,2.199,0.802
1.599,0.003,1.65,0.005,1.699,0.009,1.749,0.016,1.8,0.028,1.85,0.047,1.899,0.077,1.95,0.123,2.0,0.191,2.049,0.286,2.099,0.416,2.15,0.589,2.199,0.802
1.6,0.003,1.65,0.005,1.699,0.009,1.749,0.016,1.8,0.028,1.85,0.047,1.899,0.077,1.95,0.124,2.0,0.191,2.049,0.286,2.099,0.418,2.15,0.59,2.199,0.803
1.599,0.003,1.65,0.005,1.699,0.009,1.749,0.016,1.8,0.028,1.849,0.047,1.899,0.077,1.95,0.124,2.0,0.191,2.049,0.286,2.099,0.418,2.15,0.588,2.199,0.807
1.599,0.0,1.65,0.006,1.699,0.009,1.749,0.016,1.8,0.028,1.85,0.048,1.899,0.078,1.95,0.125,2.0,0.193,2.049,0.289,2.099,0.42,2.15,0.594,2.199,0.813
1.6,0.003,1.65,0.006,1.699,0.01,1.749,0.017,1.8,0.029,1.85,0.048,1.899,0.079,1.95,0.127,2.0,0.195,2.049,0.292,2.099,0.424,2.15,0.599,2.199,0.814
1.6,0.003,1.65,0.006,1.699,0.01,1.749,0.016,1.8,0.028,1.849,0.048,1.899,0.078,1.95,0.126,2.0,0.194,2.049,0.29,2.099,0.423,2.15,0.593,2.199,0.814
1.599,0.003,1.65,0.006,1.699,0.01,1.749,0.017,1.8,0.029,1.849,0.048,1.899,0.079,1.95,0.126,2.0,0.195,2.049,0.291,2.099,0.423,2.15,0.596,2.199,0.816
1.6,0.003,1.65,0.006,1.699,0.01,1.749,0.017,1.8,0.029,1.85,0.048,1.899,0.079,1.95,0.126,2.0,0.195,2.049,0.291,2.099,0.424,2.15,0.598,2.199,0.813
1.6,0.003,1.65,0.006,1.699,0.01,1.749,0.016,1.8,0.029,1.849,0.048,1.899,0.078,1.95,0.126,2.0,0.194,2.049,0.289,2.099,0.422,2.15,0.593,2.199,0.811
1.599,0.003,1.65,0.006,1.699,0.009,1.749,0.016,1.8,0.028,1.85,0.048,1.899,0.078,1.95,0.125,2.0,0.193,2.049,0.289,2.099,0.422,2.15,0.593,2.199,0.814
1.599,0.0,1.65,0.006,1.699,0.01,1.749,0.017,1.8,0.028,1.85,0.048,1.899,0.079,1.95,0.126,2.0,0.194,2.049,0.291,2.099,0.423,2.15,0.597,2.199,0.812
1.6,0.003,1.65,0.006,1.699,0.009,1.749,0.016,1.8,0.028,1.85,0.048,1.899,0.078,1.95,0.125,2.0,0.193,2.049,0.289,2.099,0.422,2.15,0.596,2.199,0.811
1.599,0.003,1.65,0.006,1.699,0.009,1.749,0.016,1.8,0.028,1.85,0.048,1.899,0.078,1.95,0.125,2.0,0.193,2.049,0.289,2.099,0.422,2.15,0.592,2.199,0.813
1.599,0.0,1.65,0.006,1.699,0.01,1.749,0.016,1.8,0.028,1.85,0.048,1.899,0.078,1.95,0.126,2.0,0.194,2.049,0.291,2.099,0.422,2.15,0.597,2.199,0.812
1.6,0.003,1.65,0.006,1.699,0.009,1.749,0.016,1.8,0.028,1.85,0.048,1.899,0.078,1.95,0.125,2.0,0.193,2.049,0.289,2.099,0.422,2.15,0.597,2.199,0.812
1.599,0.003,1.65,0.006,1.699,0.009,1.749,0.016,1.8,0.028,1.85,0.048,1.899,0.078,1.95,0.125,2.0,0.194,2.049,0.289,2.099,0.423,2.15,0.595,2.199,0.817
1.599,0.0,1.65,0.006,1.699,0.01,1.749,0.017,1.8,0.029,1.85,0.048,1.899,0.079,1.95,0.126,2.0,0.195,2.049,0.292,2.099,0.424,2.15,0.599,2.199,0.822
1.6,0.003,1.65,0.006,1.699,0.01,1.749,0.017,1.8,0.029,1.85,0.049,1.899,0.08,1.95,0.127,2.0,0.196,2.049,0.293,2.099,0.427,2.15,0.603,2.199,0.819
1.6,0.003,1.65,0.006,1.699,0.01,1.749,0.017,1.8,0.029,1.85,0.048,1.899,0.079,1.95,0.127,2.0,0.195,2.049,0.292,2.099,0.426,2.15,0.598,2.199,0.821
1.599,0.003,1.65,0.006,1.699,0.01,1.749,0.017,1.8,0.029,1.85,0.049,1.899,0.079,1.95,0.127,2.0,0.196,2.049,0.294,2.099,0.426,2.15,0.601,2.199,0.824
1.6,0.003,1.65,0.006,1.699,0.01,1.749,0.017,1.8,0.029,1.85,0.049,1.899,0.08,1.95,0.128,2.0,0.197,2.049,0.295,2.099,0.428,2.15,0.604,2.199,0.822
1.6,0.003,1.65,0.006,1.699,0.01,1.749,0.017,1.8,0.029,1.85,0.049,1.899,0.08,1.95,0.127,2.0,0.197,2.049,0.293,2.099,0.428,2.15,0.601,2.199,0.825
1.599,0.003,1.65,0.006,1.699,0.01,1.749,0.017,1.8,0.029,1.85,0.049,1.899,0.08,1.95,0.128,2.0,0.197,2.049,0.294,2.099,0.428,2.15,0.604,2.199,0.828
1.6,0.003,1.65,0.006,1.699,0.01,1.749,0.017,1.8,0.029,1.85,0.049,1.899,0.08,1.95,0.129,2.0,0.199,2.049,0.297,2.099,0.431,2.15,0.608,2.199,0.827
1.6,0.003,1.65,0.006,1.699,0.01,1.749,0.017,1.8,0.029,1.85,0.049,1.899,0.08,1.95,0.129,2.0,0.198,2.049,0.296,2.099,0.431,2.15,0.609,2.199,0.828
1.599,0.003,1.65,0.006,1.699,0.01,1.749,0.017,1.8,0.029,1.85,0.049,1.899,0.08,1.95,0.129,2.0,0.198,2.049,0.296,2.099,0.432,2.15,0.606,2.199,0.831
1.599,0.0,1.65,0.006,1.699,0.01,1.749,0.017,1.8,0.029,1.85,0.05,1.899,0.081,1.95,0.129,2.0,0.199,2.049,0.297,2.099,0.431,2.15,0.609,2.199,0.828
1.6,0.003,1.65,0.006,1.699,0.01,1.749,0.017,1.8,0.029,1.85,0.049,1.899,0.08,1.95,0.128,2.0,0.198,2.049,0.295,2.099,0.431,2.15,0.605,2.199,0.828
1.599,0.003,1.65,0.006,1.699,0.01,1.749,0.017,1.8,0.029,1.85,0.049,1.899,0.081,1.95,0.129,2.0,0.199,2.049,0.297,2.099,0.433,2.15,0.607,2.199,0.832
1.6,0.003,1.65,0.006,1.699,0.01,1.749,0.017,1.8,0.03,1.85,0.05,1.899,0.081,1.95,0.13,2.0,0.2,2.049,0.299,2.099,0.433,2.15,0.612,2.199,0.832
1.599,0.003,1.65,0.006,1.699,0.01,1.749,0.017,1.8,0.03,1.85,0.05,1.899,0.081,1.95,0.129,2.0,0.199,2.049,0.297,2.099,0.433,2.15,0.612,2.199,0.832
1.599,0.003,1.65,0.006,1.699,0.01,1.749,0.017,1.8,0.03,1.849,0.05,1.899,0.081,1.95,0.13,2.0,0.2,2.049,0.298,2.099,0.434,2.15,0.61,2.199,0.837
1.599,0.0,1.65,0.006,1.699,0.01,1.749,0.017,1.8,0.03,1.85,0.05,1.899,0.082,1.95,0.131,2.0,0.201,2.049,0.3,2.099,0.436,2.15,0.615,2.199,0.836
1.6,0.003,1.65,0.006,1.699,0.01,1.749,0.017,1.8,0.03,1.85,0.05,1.899,0.081,1.95,0.13,2.0,0.201,2.049,0.299,2.099,0.436,2.15,0.615,2.199,0.836
1.599,0.003,1.65,0.006,1.699,0.01,1.749,0.017,1.8,0.03,1.85,0.05,1.899,0.082,1.95,0.13,2.0,0.201,2.049,0.3,2.099,0.437,2.15,0.612,2.199,0.84
1.599,0.0,1.65,0.006,1.699,0.01,1.749,0.018,1.8,0.03,1.85,0.051,1.899,0.082,1.95,0.132,2.0,0.203,2.049,0.302,2.099,0.438,2.15,0.619,2.199,0.848
1.599,0.004,1.65,0.006,1.699,0.011,1.749,0.018,1.8,0.031,1.85,0.052,1.899,0.084,1.95,0.133,2.0,0.205,2.049,0.304,2.099,0.442,2.15,0.623,2.199,0.846
1.599,0.003,1.65,0.006,1.699,0.01,1.749,0.018,1.8,0.031,1.85,0.051,1.899,0.083,1.95,0.132,2.0,0.203,2.049,0.302,2.099,0.44,2.15,0.617,2.199,0.846
1.599,0.0,1.65,0.006,1.699,0.01,1.749,0.018,1.8,0.03,1.85,0.051,1.899,0.083,1.95,0.132,2.0,0.203,2.049,0.303,2.099,0.438,2.15,0.619,2.199,0.848
1.6,0.004,1.65,0.006,1.699,0.011,1.749,0.018,1.8,0.031,1.85,0.051,1.899,0.084,1.95,0.133,2.0,0.205,2.049,0.304,2.099,0.442,2.15,0.624,2.199,0.846
1.599,0.004,1.65,0.006,1.699,0.01,1.749,0.018,1.8,0.031,1.849,0.051,1.899,0.083,1.95,0.133,2.0,0.204,2.049,0.304,2.099,0.442,2.15,0.62,2.199,0.85
1.599,0.0,1.65,0.006,1.699,0.011,1.749,0.018,1.8,0.031,1.85,0.052,1.899,0.084,1.95,0.134,2.0,0.205,2.049,0.306,2.099,0.443,2.15,0.625,2.199,0.85
